"","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64","sample65","sample66","sample67","sample68","sample69","sample70","sample71","sample72","sample73","sample74","sample75","sample76","sample77","sample78","sample79","sample80","sample81","sample82","sample83","sample84","sample85","sample86","sample87","sample88","sample89","sample90","sample91","sample92","sample93","sample94","sample95","sample96","sample97","sample98","sample99","sample100","sample101","sample102"
"ABTB1",2,1.5,2,1.5,2,1.5,1.5,2,1.5,1.5,1.5,1,2,3.5,1,1.5,2,1.5,0.5,1,2,2,2,1,2,3,2,1,1.5,1.5,3,3,1,3,1.5,2.5,1.5,3.5,1,2.5,1,2,3,2,3,1.5,1.5,1,2,1,1.5
"ABTB2",1,2,1,1,1,1,1,1.5,1,1,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,0.5,1.5,1.5,1,1,1,1,1.5,1,1,2,0.5,1.5,1,2,1,2,1,1.5,2,1.5,1.5,1,0.5,1,1.5,1,1
"AC000123.1",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,0.5,1.5,0.5,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC000123.2",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,0.5,1.5,0.5,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC000123.3",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,0.5,1.5,0.5,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC000403.1",2,1.5,1,0.5,1.5,1,0.5,1,0.5,1,0.5,0.5,1.5,2.5,1,1,2,1,0.5,1,1,0.5,1,0.5,1,1,1,1,0.5,1.5,1,2,0.5,1,0.5,2,1,1,1,0.5,1,1,1.5,1,1.5,1,1,1,2.5,0.5,1
"AC001226.2",2,1.5,1,0.5,1.5,1,0.5,1,0.5,1,0.5,0.5,1.5,2.5,1,1,2,1,0.5,1,1,0.5,1,0.5,1,1,1,1,0.5,1.5,1,2,0.5,1,0.5,2,1,1,1,0.5,1,1,1.5,1,1.5,1,1,1,2.5,0.5,1
"AC002066.1",2.5,1.5,2.5,1,1.5,3.5,2,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,1.5,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC002070.1",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,1,2,0.5,1,1,2,1,1
"AC002074.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,1.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,3.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1.5,1,3.5,3.5,2,2,1,0.5,1.5,2,1,1
"AC002091.1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2.5,2,0.5,1,1,1,0.5,1
"AC002091.2",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2.5,2,0.5,1,1,1,0.5,1
"AC002128.1",3.5,2,2.5,1.5,3,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,1,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,0.5,1.5,1.5,2,1,1,1,2,1,3
"AC002128.2",3.5,2,2.5,1.5,3,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,1,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,0.5,1.5,1.5,2,1,1,1,2,1,3
"AC002350.2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,0.5,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,2,2,0.5,1,1,2,1,1
"AC002398.1",3,2,2.5,1.5,3,1.5,1,2.5,3.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,2,0.5,3,3.5,1,1.5,1,2.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,1,0.5,1.5,1.5,2,1,1,1,2,1,3
"AC002401.4",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,2,2.5,2,1,1,1,2,1,2
"AC002460.2",1,1,1,1,1.5,1.5,1,1,1.5,1.5,1,0.5,1,1.5,0.5,0.5,1,1,1.5,1,0.5,0.5,2,1.5,1,1,1,0.5,0.5,1.5,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC002467.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,1.5,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC002480.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC002480.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC003070.1",2,1.5,2,1,1.5,2,1,1.5,3,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,1,2.5,2,1,1,1,2,1,1
"AC003072.1",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"AC003102.1",2,1.5,2,1,1.5,2,1,1.5,3.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,1,1,2.5,2,1,1,1,2,1,1
"AC003681.1",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"AC003991.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,1.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,1.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1.5,1,2,3.5,2,2,1,0.5,1.5,2,1,1
"AC004067.1",1,1,1,0.5,1.5,1.5,1,1,1.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC004069.1",1,1,1,0.5,1.5,1.5,1,1,2.5,2.5,1,0.5,1,1.5,0.5,1.5,1,1,1,1,0.5,1,2,1,1,1,1,1,0.5,1,1,2,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,0.5,1,1.5,0.5,1
"AC004076.2",1,2,2.5,0.5,2.5,1.5,1.5,3.5,1.5,1.5,1,1,2,2,1,1,1.5,1.5,1,1,1.5,0.5,3,0.5,1.5,1,1,1.5,1,1.5,1.5,2,1.5,1.5,1,1.5,1,2,1,1.5,2,1,1,1.5,2.5,1,1,1,2,1,1.5
"AC004112.1",2.5,1.5,2.5,1,1.5,3.5,1,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,3.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC004130.2",2.5,1.5,1.5,1,1.5,2,0.5,1,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004148.1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC004160.1",2.5,1.5,1.5,1,1.5,2,1.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2.5,1,1,1.5,2,1,1.5
"AC004232.2",1,1,2,1,0.5,1.5,1,1,1,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,1,1,0.5
"AC004233.2",1,1,2,1,0.5,1.5,1,1,1,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,1,1,0.5
"AC004241.1",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2.5,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC004241.2",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2.5,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC004241.3",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2.5,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC004241.5",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2.5,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC004253.1",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,0.5,1,2,2.5,2,1,1,1,2,1,1
"AC004263.2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,1,2,0.5,1,1,2,1,1
"AC004381.3",1,1,1.5,1,2,1.5,1,1,1,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1,1,1,1,1.5,1.5,1.5,1,1.5,1,1.5,1,2,1,1,1,1,2,2.5,1.5,1,1,1,2,1,1
"AC004453.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004477.2",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,2,1.5,2.5,2,1,1,1,2,1,1
"AC004492.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,1.5,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC004494.1",1,1,2,1,0.5,1.5,1,1,1,1.5,1,1,1.5,2,0.5,1,1,1,1,1,1,0.5,1.5,1,2,1,0.5,1,1,1.5,1.5,1.5,0.5,1.5,1,1.5,1,2.5,1,1,1,1,1,3,1.5,1,1,1,1,1,0.5
"AC004522.5",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,1.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,3.5,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC004540.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004540.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004585.1",2,1.5,2,1,1.5,2,1,1.5,2,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,3,1.5,1.5,2.5,1,1.5,0.5,2,1,2,1,1,3,2.5,2,1,1,1,2,1,1.5
"AC004594.1",2.5,1.5,2.5,1,1.5,3.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,2,3.5,2,2,1,0.5,1.5,2,1,1
"AC004596.1",2,1.5,2,1,1.5,2,1,1.5,3.5,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2,1,1,1,2.5,2,1,1,1,2,1,1
"AC004687.1",2,1.5,2,1,1.5,2,1,1.5,1,1.5,1,1,2,2,1,1,2,0.5,0.5,1,1,1,1.5,1,1.5,2,1.5,1,0.5,2,1.5,1.5,1.5,2.5,1,1.5,1,2,1,2.5,1,2,2,2.5,2,1,1,1,2,1,1.5
"AC004706.1",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC004706.3",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC004771.2",2,1.5,1,0.5,1,1.5,0.5,1,1,1,0.5,1,1.5,2,1,0.5,2,0.5,0.5,1,0.5,1,1.5,0.5,1.5,1,0.5,0.5,0.5,1.5,1,1.5,1.5,2,1,1,0.5,1,1,1,0.5,1,1.5,2,2,0.5,1,1,1,0.5,1
"AC004801.6",1.5,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,0.5,2,2,1,1,1,2.5,2,2,1.5,1.5,1,1,1,2,1,1.5,1,1.5,2,2,2,1,1,1,1.5,1,1.5
"AC004803.1",1.5,2,1.5,1.5,1.5,2,1.5,2,1.5,1.5,1,1,2,3,1,1.5,2,1,1,1,2.5,1,1.5,0.5,2.5,3.5,1,1,1,1.5,2.5,2,1.5,3,1,1,1,2,1,2.5,1,1,3.5,3.5,2,1,1,1,2,1,1.5
"AC004812.2",1.5,2,1.5,1,1.5,1,1,1.5,1.5,1.5,1,1,2,2,1,1,2,1,1,1,1,1,1.5,1,2,1.5,1,1,1,2.5,1.5,2,1.5,1.5,0.5,1,1,2,1,1.5,1,1.5,1.5,1,2,0.5,1,1,2,1,1
"AC004816.1",1,2,1,1,2,2.5,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1,1,1
"AC004830.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,3.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004832.1",2,1,1,1,2,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"AC004839.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,1.5,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC004846.1",1,2,1,1,2,2.5,1,1,1,1.5,0.5,1,1.5,2.5,1,0.5,1,0.5,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1.5,1.5,1,1.5,1,1.5,1,1,1,1.5,2,2,1,1,1.5,1,1.5,1,1
"AC004847.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004854.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004890.2",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,0.5,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,1,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC004890.3",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,0.5,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,1,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC004918.1",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2.5,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC004918.3",2.5,1.5,2.5,1,1.5,2.5,0.5,1.5,1,1.5,1,1,2,2,1,1,1.5,1,1,1,1,1,2.5,1.5,2,2.5,1,0.5,1,2,1,1.5,2.5,1.5,1,1,1,2,1,1,1,2,1.5,2,2,1,0.5,1.5,2,1,1
"AC004923.4",2,2,1.5,1,2,2,1.5,1.5,1.5,2,1,1,1.5,2,1,1,1.5,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1,2,1.5,1,1,1.5,0.5,1.5,1,2,1,1.5,1,2.5,2,1.5,1.5,1,1.5,1,1.5,1,1.5
"AC004938.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,1.5,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004943.1",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,1.5,2,1,1,1,1,1.5,1,1.5,1,1,1,1,1,2,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2.5,0.5,1
"AC004943.2",1,1,1.5,1,2,1.5,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1.5,1.5,2,1,1,1,1,1.5,1,1.5,1,1,1,1,1,2,1,0.5,1,3.5,1,1.5,1.5,1,1,1,2.5,0.5,1
"AC004947.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004947.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004951.4",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC004982.1",2.5,1.5,1.5,1,1.5,2,1.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2.5,1,2,1.5,2,1,1.5
"AC004982.2",2.5,1.5,1.5,1,1.5,2,1.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2.5,1,2,1.5,2,1,1.5
"AC005005.3",2,1,1,1,3.5,1.5,0.5,1,2,1.5,0.5,1,3,3,1,1,3,1,1,1,1,1,2.5,1,2.5,3,1,1.5,1,1.5,1,3.5,2.5,2,2.5,1,1,2.5,1,1.5,1,2,3,2,2,1,1,1,1.5,1,1.5
"AC005041.1",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1,2,2,1.5,1,1,2.5,1.5,2,1,2.5,1,1.5,1,2,1,3,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"AC005041.3",1.5,1.5,2,1.5,2,1.5,1,2,1.5,1,1,1,2.5,2,1,1,2,1,1,1,2,1,3,1,2,2,1.5,1,1,2.5,1.5,2,1,2.5,1,1.5,1,2,1,3,1,1.5,2.5,2.5,1.5,1,1,1.5,2,1,2
"AC005046.1",2.5,1.5,2.5,1,1.5,3.5,1,1.5,1,1.5,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC005062.1",2.5,1.5,1.5,1,1.5,2,0.5,1,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005077.4",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,1.5,1,1.5,1,1,1,1,1,3,1.5,3,2,1,1.5,1,2,3.5,1.5,1,1.5,0.5,1,1,2,1,1.5,1,2,2.5,2,2,1,0.5,1.5,2,1,1
"AC005082.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005083.1",2.5,1.5,1.5,1,1.5,2,0.5,1,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005099.1",2.5,1.5,2.5,1,1.5,2,1,1.5,1,2,1,1,2,2,0.5,1,1.5,1,1,1,1,1,3.5,1.5,2,2,1,0.5,1,2,1,1.5,2,1.5,0.5,1,1,2,1,1,1,3.5,3.5,2,2.5,1,0.5,1.5,2,1,1
"AC005100.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005104.1",1,1.5,2,1,1,1,0.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,1,2,0.5,1,1,1,1,1,1.5,1.5,2,0.5,1.5,1,1,1,1.5,1,1,1,1.5,1,2.5,1.5,0.5,1,1,2,0.5,2
"AC005154.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005162.2",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,0.5,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
"AC005165.1",2.5,1.5,1.5,1,1.5,2,0.5,1.5,2,1.5,1,1,2,2,1.5,1,2,2,1,1,1,0.5,3,1.5,1.5,3,1,1,1,2,1.5,1.5,1,1.5,0.5,3.5,1,2,1,1,1,1,1,2,2,1,2,1.5,2,1,1.5
