"","sample33","sample34","sample35","sample36","sample37","sample38","sample39","sample40","sample41","sample42","sample43","sample44","sample45","sample46","sample47","sample48","sample49","sample50","sample51","sample52","sample53","sample54","sample55","sample56","sample57","sample58","sample59","sample60","sample61","sample62","sample63","sample64"
"NAV3",1,0.5,1,1,0.5,1,1,1,1,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,1,1,1,1.5
"NAXD",0.5,1,1,2,2.5,2.5,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,3.5,1.5,1.5,1,1,2,1.5,1.5,1
"NAXE",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"NBAS",1,1,1,1,1.5,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"NBEA",1,1,1,2,2.5,1,1,1,1,0.5,1,1,1,1.5,1,1,2,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"NBEAL1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NBEAL2",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NBEAP2",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NBL1",1.5,0.5,1,1,2,1.5,1,1,1.5,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1.5,2.5,1,1.5,1,1,1,1,1
"NBN",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"NBPF3",1.5,0.5,1,1,2,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1.5,2.5,1,1,1,1,1,1,1
"NCALD",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"NCAM1",1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1.5,0.5,1,1,1,1,1.5
"NCAM1-AS1",1,1,1,1,1,1.5,1,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,1,1,0.5,1,2,1,1.5,0.5,1,1,1,1,1.5
"NCAM2",1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1.5,1,1,0.5,1,1.5,1,1
"NCAPD2",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,0.5,1,1,2,1,1.5
"NCAPD3",1,1,1,1,1,1.5,1,1,1,2,1.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1.5,1,1.5,0.5,1,1,1,1,1.5
"NCAPG",1,0.5,1,1,2,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,1,1,1,0.5,1,0.5,1.5,2,1.5,1,1,1,0.5,1,1.5
"NCAPH",1,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2.5,1,1,1.5,1.5,1,1
"NCBP2",1.5,0.5,1,1,1,1.5,1.5,1,0.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1.5,2,1,1,1,1,1,1
"NCBP2AS2",1.5,0.5,1,1,1,1.5,1.5,1,0.5,1,1,1,1,1,1,1,2.5,1,1,1.5,1,1,1,1.5,1.5,2,1,1,1,1,1,1
"NCBP3",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,0.5,1,1,1,1.5
"NCDN",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NCEH1",1.5,0.5,1,1.5,1,1.5,1.5,1,0.5,1,1.5,1,1,1,1,1,2.5,0.5,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"NCF2",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,3.5,2.5,1,1,1.5,2,1,1
"NCF4",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"NCK1",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"NCK1-DT",1.5,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"NCK2",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2.5,1,1,1.5,1.5,1,1
"NCKAP1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NCKAP1L",1,0.5,1,1,1.5,1,1,1,0.5,1,1.5,1.5,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,1,2,1,1.5
"NCKAP5",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NCKAP5-AS2",1.5,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NCKAP5L",1,0.5,1,1,1.5,1,1,1,0.5,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,1,2,1,1.5
"NCKIPSD",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NCL",1.5,1,1,1,2,2,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"NCLN",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"NCMAP",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,0.5,1,1,1,0.5,1,1,1,1,0.5,1,0.5,1.5,2,1,1,1,1,1,1,1
"NCOA1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"NCOA2",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1,1.5,1,1,2,1.5
"NCOA3",2.5,1.5,1,1.5,3,3.5,1,1,1.5,1,3.5,1,1,2.5,1,1.5,2,1,1.5,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3.5,1.5,1.5
"NCOA4",1,0.5,1,1.5,1,2,1,1,1,1,2.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1.5,1,1,1,1.5,1,1
"NCOA4P3",1.5,0.5,1,0.5,1,2.5,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,2.5,1,1.5,1,1,1.5
"NCOA5",2.5,1.5,1,1.5,3,3.5,1,1,1.5,1,3.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3.5,1.5,1.5
"NCOA6",2.5,1.5,1,1.5,2,3.5,1,1,1.5,1,2.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,1.5,1.5,1.5
"NCOA7",1,0.5,1,1.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2,1,1,1.5,1.5,1,1
"NCOA7-AS1",1,0.5,1,1.5,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2,1,1,1.5,1.5,1,1
"NCOR2",1,0.5,1,1,0.5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1.5,1,1,1.5
"NCR1",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"NCR3LG1",1,1,1,1.5,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1.5,1.5,1,1,1.5,1,1,1.5
"NCS1",1.5,0.5,1,1,1.5,2,1,1,1,2,1,1,1,1.5,1,1,1.5,1,1,1,1.5,1.5,1,2,1,1.5,1,0.5,1.5,1,1,1
"NCSTN",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"NDC1",1.5,0.5,1,1,1,2,1,1,1,1,1.5,0.5,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"NDC80",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,0.5,3.5,1,1,1,1,0.5,0.5,1.5,1.5,1.5,1,1,1,1,1,1
"NDEL1",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,1,1,1.5,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1.5
"NDFIP1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"NDFIP2",0.5,1,1,2.5,2.5,2.5,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,3.5,1.5,1.5,1,1,2,1.5,1.5,1
"NDN",0.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1,1,1,0.5,1,1,1,1
"NDRG1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1.5,1,2,1.5
"NDRG2",1.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1.5,1,0.5,1.5,1,1,1,1,0.5,1,1,1,1,1,1,2.5,1,1,1
"NDRG3",2.5,1.5,1,1.5,2,3.5,1,1,1.5,1,2.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3,1.5,1.5
"NDST1",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"NDST3",1,0.5,1,1,1,1,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,1.5
"NDST4",1,0.5,1,1,1,1,1,1,0.5,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,1.5,1,1,1.5
"NDUFA10",1.5,1,1,1,2,2,1,1,1,1,1.5,0.5,1,1.5,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"NDUFA12",1,0.5,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1,1,1,1.5
"NDUFA13",1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"NDUFA2",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"NDUFA3",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"NDUFA4",1.5,1.5,1,1.5,2.5,2.5,1,1,1,1.5,2,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,2,3,1,1,1.5,2,1,1
"NDUFA5",1,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1.5,1,1,1,1,1,1,1,0.5,1,1,1,1.5,1,1,1,1,1,1
"NDUFA6",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,0.5,1,1,1,1.5,1,1
"NDUFA6-DT",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"NDUFA7",1,1,1,1,1,1.5,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,2
"NDUFA8",1.5,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1.5,1.5,1,2,1,1.5,1,0.5,1.5,1,1,1
"NDUFA9",1,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1.5,0.5,1,1,2,1,1.5
"NDUFAB1",1,0.5,1,1.5,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"NDUFAF1",1,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"NDUFAF2",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,0,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1
"NDUFAF2P1",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1,1.5,1,1,1.5,1.5,1,1
"NDUFAF3",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NDUFAF4",1,0.5,1,1.5,1,2,1,1,0.5,1,1,1,1,1.5,1,1,2,1,1,1,1,1,1,1.5,1.5,1,1,1,2.5,1.5,1,1
"NDUFAF4P3",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NDUFAF5",2.5,1.5,1,1.5,2,3.5,1,1,1.5,1,1.5,0.5,1,2.5,1,1.5,2,1,1,1,1.5,0.5,1,1.5,1.5,2.5,1,1.5,2,1.5,1.5,1.5
"NDUFAF6",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"NDUFAF7",1,1,1,1,1,2,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1.5,1,1,1.5,1.5,1,1
"NDUFB1",1.5,0.5,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"NDUFB10",1,0.5,1,1.5,1.5,1,1,1,1,1,1,0.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1.5,0.5,1,1,1.5,1,1.5
"NDUFB2",1.5,0.5,1,1,1,2.5,1,1,1,0.5,1.5,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1
"NDUFB3",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NDUFB7",1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"NDUFB8",1,0.5,1,1,1,2,1,1,1,0.5,2,1,1,0.5,1,1,1.5,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"NDUFB9",2.5,1,1,2,2.5,3,1.5,1,1,1,3,1.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,2.5,2,1.5,1.5,1.5,1.5,1,2,1.5
"NDUFC1",1.5,0.5,1,1,1,2.5,1,1,1.5,0.5,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,3,1,1.5,1,1,1.5
"NDUFC2",3,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1,1,1,1,2,1,2.5,1,1.5,1,2.5,1.5,1,1,1.5
"NDUFS1",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NDUFS2",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"NDUFS3",1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1,1.5,2,1,1,1.5,1,1,1.5
"NDUFS4",0.5,1,1,1.5,1,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1
"NDUFS5",1.5,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,3.5,1,1,1,1,1,1
"NDUFS7",1,1,1,1,1.5,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,2
"NDUFS8",1.5,1,1,0.5,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,2.5,3.5,3,1,1.5
"NDUFV2",1,0.5,1,1,2,1.5,1,1,1,1,1.5,2,1,1,0.5,0.5,3.5,1,1,1,0.5,0.5,0.5,1.5,1,1.5,1,1,1,2,1,1
"NDUFV2-AS1",1,0.5,1,1,2,1.5,1,1,1,1,1.5,1,1,1,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1.5,1,1.5,1,1,1,2,1,1
"NDUFV2P1",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,2,1,1,1,1,1,2
"NDUFV3",1,0.5,1,1,1,1,1,1,0.5,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,0.5,1,1.5,1,1,0.5,1,0.5,1,1
"NEB",1.5,1,1,1,1,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NECAB1",2.5,1,1,2,2.5,3,1.5,1,1,1,2,1.5,1,1.5,1,1,1,1,1.5,1,1,1,1.5,3.5,1.5,1.5,1.5,1.5,1.5,1,2,1.5
"NECAB2",1.5,0.5,1,0.5,1.5,1,1,1,1,1,2,0.5,1,1,1,0.5,1,1,1,1,1,0.5,0.5,2,1,1.5,1,1,1,1.5,1,1.5
"NECAB3",2.5,1.5,1,1.5,2,3.5,1,1,1.5,1,1.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,1.5,1.5,1.5
"NECAP1",2,0.5,1,1,2,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1,1,2,1,1.5
"NECAP2",1.5,0.5,1,1,2,1.5,1,1,1.5,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,1,1.5,1,1,1,1,1
"NECTIN1",1,1,1,1,2,1.5,1,1,1,2,1.5,1,1,1.5,1,1,0.5,1,1,1,1,0.5,1,2.5,1,1.5,0.5,1,1,1,1,1.5
"NECTIN2",1,1,1,1,1.5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,0.5,1.5,2,2,1,1,1,1,1,2
"NECTIN3",1,0.5,1,1.5,1.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"NECTIN3-AS1",1,0.5,1,1.5,1.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"NECTIN4",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"NEDD4",1,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,1,1,1,1
"NEDD4L",1,0.5,1,1,0.5,1.5,1,1,1,0.5,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1,1,1
"NEDD8",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1,1,1,1,2.5,1,1,1
"NEDD9",1,0.5,1,1,1.5,2,1,1,1,1,1,1,1,1.5,1,1,1.5,1,1,1,1,1,1,2.5,1,1.5,1,1,1.5,1.5,1,1
"NEFH",1,0.5,1,0.5,1.5,1,1,1,1,1,1,0.5,1,1.5,1,1,1,1,1,1,1,0.5,0.5,1,1.5,1,1,1,1,1.5,1,1
"NEFL",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"NEFM",1,0.5,1,1.5,2.5,1,1.5,1,1,1,0.5,0.5,1,1.5,1,1,1.5,1,1.5,1,1,1,1.5,0.5,1.5,1.5,0.5,1.5,1,1,2,1.5
"NEIL1",1.5,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"NEIL3",1.5,0.5,1,0.5,1,1,1,1,1,1,2.5,1,1,1,0.5,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,0.5,1,1,1.5
"NEK1",1.5,0.5,1,0.5,1,1,1,1,1.5,1,1.5,1,1,1,1,1,1.5,1,1,1,0.5,1,0.5,1,1.5,1,1,1,2.5,1,1,1.5
"NEK11",1,0.5,1,1,1.5,1,1.5,1,0.5,1,1.5,1,1,1,1,1,2,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1.5,1,1
"NEK2",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,0.5,1.5,1.5,1.5,1,1,1.5,3.5,1,1
"NEK3",1,1,1,2,2.5,2.5,1,1,1,0.5,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"NEK4",0.5,0.5,1,1,1,1,1.5,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1.5,1.5,1,1,1,1,1,1,1
"NEK5",1,1,1,2,2.5,2.5,1,1,1,0.5,1,1,1,1.5,1,1,1.5,1,1,1,1,0.5,1,1.5,1.5,1.5,1,1,2,1,1.5,1
"NEK7",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2,1,1,1.5,2,1,1
"NEK8",1,0.5,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1,2,1,1,1,1,1,1,1,1,1,1,1.5,1,1,1,1,2,1,1.5
"NEK9",0.5,0.5,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1,1,1,1
"NELFA",1,0.5,1,0.5,3.5,1,1,1,0.5,0.5,0.5,1,1,1.5,1,1,1.5,0.5,1,1,0.5,1,0.5,2.5,1.5,1.5,1,1,1,1.5,1,1.5
"NELL1",1,1,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,1,1,1,1,0.5,1,1,1.5,3.5,1,1,1.5,1,1,1.5
"NELL2",1,0.5,1,1,1.5,1,1,1,0.5,1,1.5,1,1,1,1,1,1,0.5,1,1,1.5,1,1,2,1,1.5,1,1,0.5,2,1,1.5
"NEMF",0.5,0.5,1,1,1.5,1,1,1,0.5,1.5,1.5,1,1,1,1,1,2.5,1,1,1,1,0.5,0.5,1.5,1,1,1,1,1.5,3.5,1,1
"NEMP1",1,0.5,1,1,2,1,1,1,0.5,1,1.5,1.5,1,1,1,1,1,1,1,1,1.5,1,1,2,1,1.5,1,1,1,2,1,1.5
"NEMP2",1.5,1,1,1,2,2,1,0.5,1,1,1.5,0.5,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,1,1,1,1.5,1.5,1,1
"NENF",1.5,0.5,1,1,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,1.5,0.5,1,1,1,1,0.5,1.5,1.5,1.5,1,1,1.5,2,1,1
"NEO1",1.5,0.5,1,1,1.5,1.5,1,1,1,0.5,1.5,1,1,0.5,1,1,1.5,1,1,1,1,1,1,2,1.5,1.5,1,1,2,3.5,1,1
"NEPRO",1,0.5,1,1.5,1.5,1,1.5,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.5,1.5,1.5,1,1,1,1,1,1
"NES",1.5,0.5,1,1.5,1.5,1.5,1,1,1,1,1.5,1,1,1,1,1,2,1,1,1,1,2,1,1.5,3,2.5,1,1,1.5,2,1,1
"NET1",1.5,0.5,1,1,1,2,1,1,1,1,2,1,1,1.5,1,1,1,1,1,1,1.5,0.5,1,2,2,1.5,1,1.5,2,1.5,1,1
"NETO2",1.5,0.5,1,0.5,1.5,1,1,1,1,1,0.5,1,1,1,1,1,1,0.5,1,1,1,0.5,0.5,1.5,1,1.5,1,1,1,1.5,1,1.5
"NEU3",2,1,1,2,1.5,1.5,1,1,1,1,1.5,1,1,1.5,1,1,2.5,1,1,1,1,2,1,2.5,1,1.5,1,2.5,1.5,1,1,1.5
"NEURL1",1,0.5,1,1,0.5,2,1,1,1,0.5,2,1,1,0.5,1,1,1,1,1,1,1.5,1.5,1,2,1,1,1,1,1,1,1,1
"NEURL1B",0.5,1,1,1.5,1.5,1,1,1,0.5,0.5,1,0.5,1,1,1,1,1.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1
"NEURL2",2.5,1.5,1,1.5,3,3.5,1,1,1.5,1,3.5,1,1,2.5,1,1.5,2,1,1,1,1.5,1.5,1,2,1.5,2.5,1.5,1.5,2,3.5,1.5,1.5
"NEURL3",1,1,1,1,2,2,1,1,1,1,1.5,1,1,1.5,1,1,1.5,1,1,1,1,1,1,1.5,1.5,2.5,1,1,1.5,1.5,1,1
"NEURL4",1,0.5,1,0.5,2,1,1,1,0.5,0.5,1.5,0.5,1,1,1,1,1,1,1,1,0.5,1,0.5,1,1,1,0.5,1,1,1,1,1.5
